15.0451	2.78E-008
45.6464	1.98E-007
48.7157	1.77E-007
57.5629	4.33E-008
66.5081	3.75E-007
86.1363	3.06E-008
126.2463	3.59E-007
128.3335	3.77E-007
155.9123	1.58E-006
183.5623	8.41E-007
220.813	3.51E-006
252.8893	1.91E-006
259.6581	2.51E-006
265.0046	2.45E-006
296.2546	1.20E-006
317.6451	4.12E-006
328.2531	7.89E-006
340.5543	1.50E-006
349.4446	9.58E-005
400.1879	1.52E-005
423.8615	7.48E-006
428.5014	1.12E-005
439.4824	3.82E-006
461.9911	3.63E-006
473.0554	3.13E-004
499.3235	4.37E-006
506.0273	2.15E-005
542.0931	3.60E-004
583.8535	6.45E-005
600.7339	2.45E-005
605.5355	7.10E-005
614.8285	6.08E-005
616.8719	1.66E-005
633.0493	1.99E-005
642.0873	2.78E-005
645.2363	1.27E-004
661.1044	5.29E-006
698.4162	1.68E-004
714.9309	1.22E-004
724.8534	4.22E-005
744.2476	2.84E-004
751.0656	1.77E-004
772.3583	1.22E-004
774.3715	6.22E-004
791.9622	2.90E-004
801.8184	1.66E-004
810.5322	2.39E-005
812.5804	2.67E-005
843.6082	7.70E-005
846.911	9.59E-006
892.1874	2.28E-004
897.0488	1.04E-004
919.9187	9.51E-005
933.6482	7.05E-004
937.9265	2.45E-005
948.1499	3.66E-004
973.7826	1.54E-004
992.5222	2.36E-005
997.7772	1.12E-004
1002.498	5.61E-006
1074.3498	0.00139
1086.887	4.73E-004
1106.6277	0.00124
1128.6517	0.00119
1157.7541	0.00201
1166.1558	5.84E-004
1183.2099	2.39E-004
1194.735	0.00155
1200.3331	6.41E-004
1212.7264	0.00123
1220.0536	0.00926
1238.6324	0.02487
1266.7338	0.00136
1303.2673	1.72E-004
1304.8657	0.00883
1340.172	0.00731
1356.4502	0.05435
1364.2026	0.0086
1386.7287	0.02434
1387.3187	0.01092
1394.5054	0.00242
1431.014	0.0158
1470.0304	0.01156
1486.5514	9.95E-004
1502.9867	0.01886
1528.9683	0.01678
1553.869	0.1534
1570.4573	0.21256
1614.9898	0.01181
1624.0458	0.00548
1628.0062	0.00101
1644.2536	0.06194
1653.8558	0.01761
1668.0002	0.20435
1693.116	0.06519
1711.2687	0.14336
1824.5114	0.00908
3187.1432	0.21806
3192.8357	0.07699
3200.8135	0.11826
3203.5499	0.06914
3205.7395	0.14323
3207.8606	0.10822
3215.2651	0.20502
3215.5997	0.19324
3221.6957	0.24904
3241.2473	0.20496
3398.9829	0.52518
3564.6162	1
3666.1904	0.20939
3700.5724	0.30697

